filename,heuristic,num_vars,num_clauses,lower_bound,upper_bound,clingo_sec,bounds_present,num_scc,num_wcc,num_levels,phase,wall_ms,gpu_ms,used_bytes,free_bytes,total_bytes,num_loops,num_assignments
instances/vars_1.8_all/instance_10407v78_1.80r0.cnf,all,10407,18733,-1,-1,-1,0,20812,678,54,heuristic3,218.268,218.272,112132096,15530196992,15642329088,2138,2475
instances/vars_1.8_all/instance_10407v78_1.80r0.cnf,all,10407,18733,-1,-1,-1,0,20812,678,54,heuristic4,26532.6,26533,112132096,15530196992,15642329088,1956,2293
instances/vars_1.8_all/instance_10407v78_1.80r0.cnf,all,10407,18733,-1,-1,-1,0,20812,678,54,cleanup_device,0.0454102,0.044576,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10407v78_1.80r0.cnf,all,10407,18733,-1,-1,-1,0,20812,678,54,total,27185.5,-1,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10527v79_1.80r0.cnf,all,10527,18949,-1,-1,-1,0,21000,758,70,read_instance,4.73633,-1,107937792,15534391296,15642329088,-1,-1
instances/vars_1.8_all/instance_10527v79_1.80r0.cnf,all,10527,18949,-1,-1,-1,0,21000,758,70,alloc_graph,0.261475,0.255776,110034944,15532294144,15642329088,-1,-1
instances/vars_1.8_all/instance_10527v79_1.80r0.cnf,all,10527,18949,-1,-1,-1,0,21000,758,70,scc,4.97266,4.97382,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10527v79_1.80r0.cnf,all,10527,18949,-1,-1,-1,0,21000,758,70,topo_sort,1.37695,1.37594,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10527v79_1.80r0.cnf,all,10527,18949,-1,-1,-1,0,21000,758,70,backbone,7.17969,7.18778,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10527v79_1.80r0.cnf,all,10527,18949,-1,-1,-1,0,21000,758,70,wcc,0.284668,0.284672,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10527v79_1.80r0.cnf,all,10527,18949,-1,-1,-1,0,21000,758,70,wcc_grouped,1.03198,1.03187,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10527v79_1.80r0.cnf,all,10527,18949,-1,-1,-1,0,21000,758,70,heuristic1,225.899,225.903,112132096,15530196992,15642329088,2483,2861
instances/vars_1.8_all/instance_10527v79_1.80r0.cnf,all,10527,18949,-1,-1,-1,0,21000,758,70,heuristic2,184.461,184.464,112132096,15530196992,15642329088,2095,2474
instances/vars_1.8_all/instance_10527v79_1.80r0.cnf,all,10527,18949,-1,-1,-1,0,21000,758,70,heuristic3,217.59,217.593,112132096,15530196992,15642329088,2155,2532
instances/vars_1.8_all/instance_10527v79_1.80r0.cnf,all,10527,18949,-1,-1,-1,0,21000,758,70,heuristic4,25906.6,25906.9,112132096,15530196992,15642329088,1914,2291
instances/vars_1.8_all/instance_10527v79_1.80r0.cnf,all,10527,18949,-1,-1,-1,0,21000,758,70,cleanup_device,0.0578613,0.057088,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10527v79_1.80r0.cnf,all,10527,18949,-1,-1,-1,0,21000,758,70,total,26556,-1,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10648v80_1.80r0.cnf,all,10648,19166,-1,-1,-1,0,21282,652,58,read_instance,5.2605,-1,107937792,15534391296,15642329088,-1,-1
instances/vars_1.8_all/instance_10648v80_1.80r0.cnf,all,10648,19166,-1,-1,-1,0,21282,652,58,alloc_graph,0.237061,0.23456,110034944,15532294144,15642329088,-1,-1
instances/vars_1.8_all/instance_10648v80_1.80r0.cnf,all,10648,19166,-1,-1,-1,0,21282,652,58,scc,4.26196,4.26304,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10648v80_1.80r0.cnf,all,10648,19166,-1,-1,-1,0,21282,652,58,topo_sort,1.1814,1.18048,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10648v80_1.80r0.cnf,all,10648,19166,-1,-1,-1,0,21282,652,58,backbone,6.83228,6.83866,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10648v80_1.80r0.cnf,all,10648,19166,-1,-1,-1,0,21282,652,58,wcc,0.253906,0.252608,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10648v80_1.80r0.cnf,all,10648,19166,-1,-1,-1,0,21282,652,58,wcc_grouped,1.1167,1.11773,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10648v80_1.80r0.cnf,all,10648,19166,-1,-1,-1,0,21282,652,58,heuristic1,230.427,230.429,112132096,15530196992,15642329088,2540,2864
instances/vars_1.8_all/instance_10648v80_1.80r0.cnf,all,10648,19166,-1,-1,-1,0,21282,652,58,heuristic2,194.825,194.829,112132096,15530196992,15642329088,2206,2530
instances/vars_1.8_all/instance_10648v80_1.80r0.cnf,all,10648,19166,-1,-1,-1,0,21282,652,58,heuristic3,216.542,216.544,112132096,15530196992,15642329088,2143,2467
instances/vars_1.8_all/instance_10648v80_1.80r0.cnf,all,10648,19166,-1,-1,-1,0,21282,652,58,heuristic4,26961.1,26961.5,112132096,15530196992,15642329088,1967,2291
instances/vars_1.8_all/instance_10648v80_1.80r0.cnf,all,10648,19166,-1,-1,-1,0,21282,652,58,cleanup_device,0.0578613,0.057792,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10648v80_1.80r0.cnf,all,10648,19166,-1,-1,-1,0,21282,652,58,total,27623.5,-1,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10768v81_1.80r0.cnf,all,10768,19382,-1,-1,-1,0,21536,590,62,read_instance,5.35718,-1,107937792,15534391296,15642329088,-1,-1
instances/vars_1.8_all/instance_10768v81_1.80r0.cnf,all,10768,19382,-1,-1,-1,0,21536,590,62,alloc_graph,0.270508,0.260928,110034944,15532294144,15642329088,-1,-1
instances/vars_1.8_all/instance_10768v81_1.80r0.cnf,all,10768,19382,-1,-1,-1,0,21536,590,62,scc,4.47461,4.47613,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10768v81_1.80r0.cnf,all,10768,19382,-1,-1,-1,0,21536,590,62,topo_sort,1.22778,1.22768,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10768v81_1.80r0.cnf,all,10768,19382,-1,-1,-1,0,21536,590,62,backbone,6.95264,6.95757,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10768v81_1.80r0.cnf,all,10768,19382,-1,-1,-1,0,21536,590,62,wcc,0.250244,0.249856,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10768v81_1.80r0.cnf,all,10768,19382,-1,-1,-1,0,21536,590,62,wcc_grouped,1.08716,1.08749,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10768v81_1.80r0.cnf,all,10768,19382,-1,-1,-1,0,21536,590,62,heuristic1,234.469,234.472,112132096,15530196992,15642329088,2623,2917
instances/vars_1.8_all/instance_10768v81_1.80r0.cnf,all,10768,19382,-1,-1,-1,0,21536,590,62,heuristic2,194.78,194.783,112132096,15530196992,15642329088,2214,2507
instances/vars_1.8_all/instance_10768v81_1.80r0.cnf,all,10768,19382,-1,-1,-1,0,21536,590,62,heuristic3,225.917,225.921,112132096,15530196992,15642329088,2223,2516
instances/vars_1.8_all/instance_10768v81_1.80r0.cnf,all,10768,19382,-1,-1,-1,0,21536,590,62,heuristic4,28184.5,28184.9,112132096,15530196992,15642329088,2064,2357
instances/vars_1.8_all/instance_10768v81_1.80r0.cnf,all,10768,19382,-1,-1,-1,0,21536,590,62,cleanup_device,0.0437012,0.04272,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10768v81_1.80r0.cnf,all,10768,19382,-1,-1,-1,0,21536,590,62,total,28860.8,-1,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10889v82_1.80r0.cnf,all,10889,19600,-1,-1,-1,0,21768,674,52,read_instance,5.12427,-1,107937792,15534391296,15642329088,-1,-1
instances/vars_1.8_all/instance_10889v82_1.80r0.cnf,all,10889,19600,-1,-1,-1,0,21768,674,52,alloc_graph,0.231201,0.22112,110034944,15532294144,15642329088,-1,-1
instances/vars_1.8_all/instance_10889v82_1.80r0.cnf,all,10889,19600,-1,-1,-1,0,21768,674,52,scc,4.79639,4.79818,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10889v82_1.80r0.cnf,all,10889,19600,-1,-1,-1,0,21768,674,52,topo_sort,1.0564,1.05578,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10889v82_1.80r0.cnf,all,10889,19600,-1,-1,-1,0,21768,674,52,backbone,6.92065,6.9264,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10889v82_1.80r0.cnf,all,10889,19600,-1,-1,-1,0,21768,674,52,wcc,0.259033,0.259808,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10889v82_1.80r0.cnf,all,10889,19600,-1,-1,-1,0,21768,674,52,wcc_grouped,1.08252,1.08339,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10889v82_1.80r0.cnf,all,10889,19600,-1,-1,-1,0,21768,674,52,heuristic1,234.914,234.917,112132096,15530196992,15642329088,2601,2936
instances/vars_1.8_all/instance_10889v82_1.80r0.cnf,all,10889,19600,-1,-1,-1,0,21768,674,52,heuristic2,187.593,187.596,112132096,15530196992,15642329088,2182,2517
instances/vars_1.8_all/instance_10889v82_1.80r0.cnf,all,10889,19600,-1,-1,-1,0,21768,674,52,heuristic3,225.817,225.82,112132096,15530196992,15642329088,2266,2601
instances/vars_1.8_all/instance_10889v82_1.80r0.cnf,all,10889,19600,-1,-1,-1,0,21768,674,52,heuristic4,27620.9,27621.3,112132096,15530196992,15642329088,2011,2346
instances/vars_1.8_all/instance_10889v82_1.80r0.cnf,all,10889,19600,-1,-1,-1,0,21768,674,52,cleanup_device,0.045166,0.043808,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10889v82_1.80r0.cnf,all,10889,19600,-1,-1,-1,0,21768,674,52,total,28290.3,-1,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11010v83_1.80r0.cnf,all,11010,19818,-1,-1,-1,0,22018,680,66,read_instance,5.09619,-1,107937792,15534391296,15642329088,-1,-1
instances/vars_1.8_all/instance_11010v83_1.80r0.cnf,all,11010,19818,-1,-1,-1,0,22018,680,66,alloc_graph,0.240967,0.238144,110034944,15532294144,15642329088,-1,-1
instances/vars_1.8_all/instance_11010v83_1.80r0.cnf,all,11010,19818,-1,-1,-1,0,22018,680,66,scc,4.32959,4.33053,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11010v83_1.80r0.cnf,all,11010,19818,-1,-1,-1,0,22018,680,66,topo_sort,1.34424,1.34384,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11010v83_1.80r0.cnf,all,11010,19818,-1,-1,-1,0,22018,680,66,backbone,6.98828,6.99344,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11010v83_1.80r0.cnf,all,11010,19818,-1,-1,-1,0,22018,680,66,wcc,0.237061,0.237216,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11010v83_1.80r0.cnf,all,11010,19818,-1,-1,-1,0,22018,680,66,wcc_grouped,1.08252,1.08339,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11010v83_1.80r0.cnf,all,11010,19818,-1,-1,-1,0,22018,680,66,heuristic1,239.375,239.38,112132096,15530196992,15642329088,2653,2994
instances/vars_1.8_all/instance_11010v83_1.80r0.cnf,all,11010,19818,-1,-1,-1,0,22018,680,66,heuristic2,204.727,204.731,112132096,15530196992,15642329088,2330,2669
instances/vars_1.8_all/instance_11010v83_1.80r0.cnf,all,11010,19818,-1,-1,-1,0,22018,680,66,heuristic3,228.478,228.481,112132096,15530196992,15642329088,2280,2618
instances/vars_1.8_all/instance_11010v83_1.80r0.cnf,all,11010,19818,-1,-1,-1,0,22018,680,66,heuristic4,29011.6,29012,112132096,15530196992,15642329088,2104,2442
instances/vars_1.8_all/instance_11010v83_1.80r0.cnf,all,11010,19818,-1,-1,-1,0,22018,680,66,cleanup_device,0.0454102,0.044736,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11010v83_1.80r0.cnf,all,11010,19818,-1,-1,-1,0,22018,680,66,total,29705.1,-1,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11130v84_1.80r0.cnf,all,11130,20034,-1,-1,-1,0,22258,690,48,read_instance,5.30347,-1,107937792,15534391296,15642329088,-1,-1
instances/vars_1.8_all/instance_11130v84_1.80r0.cnf,all,11130,20034,-1,-1,-1,0,22258,690,48,alloc_graph,0.233398,0.223584,110034944,15532294144,15642329088,-1,-1
instances/vars_1.8_all/instance_11130v84_1.80r0.cnf,all,11130,20034,-1,-1,-1,0,22258,690,48,scc,4.29614,4.29763,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11130v84_1.80r0.cnf,all,11130,20034,-1,-1,-1,0,22258,690,48,topo_sort,0.991943,0.991168,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11130v84_1.80r0.cnf,all,11130,20034,-1,-1,-1,0,22258,690,48,backbone,7.00391,7.00854,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11130v84_1.80r0.cnf,all,11130,20034,-1,-1,-1,0,22258,690,48,wcc,0.272705,0.27248,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11130v84_1.80r0.cnf,all,11130,20034,-1,-1,-1,0,22258,690,48,wcc_grouped,1.06372,1.06291,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11130v84_1.80r0.cnf,all,11130,20034,-1,-1,-1,0,22258,690,48,heuristic1,241.312,241.316,112132096,15530196992,15642329088,2650,2995
